1,0.26
2,0.33
3,0.35
4,0.36
5,0.37
6,0.38
10,0.45
11,0.48
13,0.51
14,0.53
17,0.59
20,0.66
23,0.72
25,0.76
27,0.81
28,0.81
29,0.85
30,0.87
31,0.87
32,0.9
33,0.91
34,0.96
35,0.97
37,0.99
38,1.03
39,1.08
